Stock Name,Code,Date,Price,Open,High,Low,Volume,Change%
Ayala Corp Pref B,ACPB2,"Apr 16, 2018",520,511,520,503,19.54K,3.38%
Ayala Corp Pref B,ACPB2,"Apr 13, 2018",503,503,503,503,0.01K,0.60%
Ayala Corp Pref B,ACPB2,"Apr 12, 2018",500,511,511,500,8.01K,-1.96%
Ayala Corp Pref B,ACPB2,"Apr 11, 2018",510,510,510,510,0.06K,0.00%
Ayala Corp Pref B,ACPB2,"Apr 10, 2018",510,510,510,510,0.32K,-0.20%
Ayala Corp Pref B,ACPB2,"Apr 06, 2018",511,512,512,511,2.40K,1.79%
Ayala Corp Pref B,ACPB2,"Apr 05, 2018",502,510,512,502,2.13K,-1.95%
Ayala Corp Pref B,ACPB2,"Apr 04, 2018",512,512,512,512,0.04K,-0.58%
Ayala Corp Pref B,ACPB2,"Apr 03, 2018",515,522,522,515,0.59K,0.00%
Ayala Corp Pref B,ACPB2,"Apr 02, 2018",515,520,520,515,2.15K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 28, 2018",515,515,515,515,0.45K,0.59%
Ayala Corp Pref B,ACPB2,"Mar 27, 2018",512,512,512,512,17.10K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 23, 2018",512,522,522,511,3.01K,0.20%
Ayala Corp Pref B,ACPB2,"Mar 22, 2018",511,511,511,511,2.00K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 20, 2018",511,512,512,511,20.10K,-0.58%
Ayala Corp Pref B,ACPB2,"Mar 19, 2018",514,514,514,512,7.27K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 16, 2018",514,515,515,514,3.96K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 14, 2018",514,514,514,514,0.10K,-2.10%
Ayala Corp Pref B,ACPB2,"Mar 12, 2018",525,514.5,525,514.5,16.13K,2.14%
Ayala Corp Pref B,ACPB2,"Mar 09, 2018",514,514,514,514,0.05K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 08, 2018",514,514,514,514,0.10K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 07, 2018",514,518,518,514,2.61K,-0.77%
Ayala Corp Pref B,ACPB2,"Mar 06, 2018",518,518,518,518,0.03K,0.78%
Ayala Corp Pref B,ACPB2,"Mar 05, 2018",514,514,514,514,0.01K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 02, 2018",514,514,514,514,0.05K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 01, 2018",514,518,518,514,0.30K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 28, 2018",514,514,514,514,0.01K,0.19%
Ayala Corp Pref B,ACPB2,"Feb 27, 2018",513,515.5,518,513,2.37K,-0.58%
Ayala Corp Pref B,ACPB2,"Feb 22, 2018",516,517,518,516,5.04K,-0.39%
Ayala Corp Pref B,ACPB2,"Feb 20, 2018",518,512,518,511,0.81K,0.97%
Ayala Corp Pref B,ACPB2,"Feb 19, 2018",513,517,517,513,0.05K,0.20%
Ayala Corp Pref B,ACPB2,"Feb 15, 2018",512,516,518,512,25.50K,-1.16%
Ayala Corp Pref B,ACPB2,"Feb 14, 2018",518,518,518,518,0.12K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 13, 2018",518,517,518,515.5,4.45K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 12, 2018",518,518,518,518,0.37K,0.48%
Ayala Corp Pref B,ACPB2,"Feb 09, 2018",515.5,517,517,515.5,2.03K,-0.29%
Ayala Corp Pref B,ACPB2,"Feb 08, 2018",517,517,517,517,0.02K,-0.19%
Ayala Corp Pref B,ACPB2,"Feb 07, 2018",518,518,518,515.5,1.35K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 06, 2018",518,518,518,518,0.94K,-1.71%
Ayala Corp Pref B,ACPB2,"Feb 02, 2018",527,527,527,527,0.04K,2.23%
Ayala Corp Pref B,ACPB2,"Feb 01, 2018",515.5,515.5,515.5,515.5,0.14K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 31, 2018",515.5,515.5,515.5,515.5,0.10K,-2.37%
Ayala Corp Pref B,ACPB2,"Jan 29, 2018",528,528,528,528,0.17K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 25, 2018",528,528,528,528,0.12K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 23, 2018",528,528,528,528,0.06K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 22, 2018",528,528,528,528,0.16K,0.09%
Ayala Corp Pref B,ACPB2,"Jan 19, 2018",527.5,519,527.5,519,0.03K,1.83%
Ayala Corp Pref B,ACPB2,"Jan 16, 2018",518,518,518,518,6.34K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 15, 2018",518,518,518,518,4.11K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 11, 2018",518,518,518,518,0.05K,0.39%
Ayala Corp Pref B,ACPB2,"Jan 10, 2018",516,512,516,512,0.87K,0.78%
Ayala Corp Pref B,ACPB2,"Jan 09, 2018",512,512,516,512,0.85K,0.20%
Ayala Corp Pref B,ACPB2,"Jan 08, 2018",511,511,511,511,0.96K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 05, 2018",511,511,511,511,0.04K,-0.97%
Ayala Corp Pref B,ACPB2,"Jan 04, 2018",516,540,540,516,2.32K,-2.46%
Ayala Corp Pref B,ACPB2,"Jan 03, 2018",529,529,529,529,0.24K,0.57%
Ayala Corp Pref B,ACPB2,"Dec 29, 2017",526,525,526,525,2.02K,-1.68%
Ayala Corp Pref B,ACPB2,"Dec 28, 2017",535,536,536,525,0.03K,1.23%
Ayala Corp Pref B,ACPB2,"Dec 27, 2017",528.5,528.5,528.5,528.5,10.00K,1.25%
Ayala Corp Pref B,ACPB2,"Dec 20, 2017",522,522,522,522,0.02K,0.19%
Ayala Corp Pref B,ACPB2,"Dec 19, 2017",521,521,521,521,0.01K,0.00%
Ayala Corp Pref B,ACPB2,"Dec 13, 2017",521,521,521,521,0.59K,-1.70%
Ayala Corp Pref B,ACPB2,"Dec 11, 2017",530,530,530.5,530,0.05K,0.00%
Ayala Corp Pref B,ACPB2,"Dec 08, 2017",530,530,530,530,0.04K,-0.19%
Ayala Corp Pref B,ACPB2,"Dec 04, 2017",531,520.5,531,520.5,0.02K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 28, 2017",531,531,531,531,0.50K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 27, 2017",531,520.5,535,520,1.19K,2.12%
Ayala Corp Pref B,ACPB2,"Nov 24, 2017",520,520,520,520,1.77K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 23, 2017",520,520,520,520,0.07K,-2.80%
Ayala Corp Pref B,ACPB2,"Nov 17, 2017",535,516,535,516,1.01K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 16, 2017",535,520,535,520,0.11K,2.88%
Ayala Corp Pref B,ACPB2,"Nov 15, 2017",520,520,520,520,0.10K,0.87%
Ayala Corp Pref B,ACPB2,"Nov 14, 2017",515.5,530,530,515.5,2.05K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 10, 2017",515.5,517,517,515.5,0.59K,-0.10%
Ayala Corp Pref B,ACPB2,"Nov 08, 2017",516,516,516,516,0.40K,0.10%
Ayala Corp Pref B,ACPB2,"Nov 07, 2017",515.5,535,535,515.5,1.33K,-2.74%
Ayala Corp Pref B,ACPB2,"Nov 06, 2017",530,530,530,530,0.10K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 03, 2017",530,530,530,530,0.22K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 30, 2017",530,530,530,530,0.01K,1.92%
Ayala Corp Pref B,ACPB2,"Oct 27, 2017",520,520,520,520,0.15K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 23, 2017",520,520,520,520,0.29K,0.97%
Ayala Corp Pref B,ACPB2,"Oct 19, 2017",515,520,520,515,10.80K,-0.96%
Ayala Corp Pref B,ACPB2,"Oct 18, 2017",520,520,520,520,0.25K,-1.89%
Ayala Corp Pref B,ACPB2,"Oct 13, 2017",530,530,530,530,0.02K,1.92%
Ayala Corp Pref B,ACPB2,"Oct 12, 2017",520,525,530,519,97.56K,-1.89%
Ayala Corp Pref B,ACPB2,"Oct 11, 2017",530,530,530,530,0.06K,0.95%
Ayala Corp Pref B,ACPB2,"Oct 10, 2017",525,525,525,525,0.10K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 09, 2017",525,525,525,525,2.00K,-0.94%
Ayala Corp Pref B,ACPB2,"Oct 05, 2017",530,525,530,520.5,0.05K,0.95%
Ayala Corp Pref B,ACPB2,"Oct 03, 2017",525,530,530,525,3.77K,-0.94%
Ayala Corp Pref B,ACPB2,"Oct 02, 2017",530,530,530,530,0.01K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 28, 2017",530,530,530,530,0.04K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 27, 2017",530,530,530,530,0.10K,0.95%
Ayala Corp Pref B,ACPB2,"Sep 26, 2017",525,525,525,525,32.10K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 25, 2017",525,525,525,525,0.10K,-0.76%
Ayala Corp Pref B,ACPB2,"Sep 22, 2017",529,527,535,527,14.51K,0.95%
Ayala Corp Pref B,ACPB2,"Sep 21, 2017",524,524,524,524,0.01K,0.67%
Ayala Corp Pref B,ACPB2,"Sep 20, 2017",520.5,520.5,520.5,520.5,0.34K,-1.23%
Ayala Corp Pref B,ACPB2,"Sep 19, 2017",527,527,527,527,1.42K,1.35%
Ayala Corp Pref B,ACPB2,"Sep 14, 2017",520,520,520,520,0.20K,0.58%
Ayala Corp Pref B,ACPB2,"Sep 11, 2017",517,521,521,517,10.00K,-0.77%
Ayala Corp Pref B,ACPB2,"Sep 08, 2017",521,525,525,521,1.77K,-0.76%
Ayala Corp Pref B,ACPB2,"Sep 05, 2017",525,525,525,525,0.85K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 04, 2017",525,520,525,518,19.78K,0.96%
Ayala Corp Pref B,ACPB2,"Aug 29, 2017",520,520,520,520,1.10K,-0.95%
Ayala Corp Pref B,ACPB2,"Aug 25, 2017",525,520,525,520,4.50K,1.35%
Ayala Corp Pref B,ACPB2,"Aug 24, 2017",518,518,518,518,0.10K,0.00%
Ayala Corp Pref B,ACPB2,"Aug 22, 2017",518,520,520,518,4.00K,-1.33%
Ayala Corp Pref B,ACPB2,"Aug 17, 2017",525,525,525,525,0.10K,1.55%
Ayala Corp Pref B,ACPB2,"Aug 16, 2017",517,517,517,517,0.10K,-1.52%
Ayala Corp Pref B,ACPB2,"Aug 15, 2017",525,520,525,520,3.00K,1.74%
Ayala Corp Pref B,ACPB2,"Aug 14, 2017",516,516,516,516,2.00K,-0.77%
Ayala Corp Pref B,ACPB2,"Aug 11, 2017",520,520,520,520,0.10K,0.00%
Ayala Corp Pref B,ACPB2,"Aug 10, 2017",520,520,520,520,0.04K,0.87%
Ayala Corp Pref B,ACPB2,"Aug 09, 2017",515.5,515,515.5,515,10.00K,0.10%
Ayala Corp Pref B,ACPB2,"Aug 07, 2017",515,515,515,515,0.10K,0.00%
Ayala Corp Pref B,ACPB2,"Aug 03, 2017",515,520,520,515,2.01K,-0.96%
Ayala Corp Pref B,ACPB2,"Jul 31, 2017",520,520,520,520,0.01K,0.97%
Ayala Corp Pref B,ACPB2,"Jul 28, 2017",515,515,520,515,0.74K,-0.96%
Ayala Corp Pref B,ACPB2,"Jul 26, 2017",520,520,520,520,0.19K,0.00%
Ayala Corp Pref B,ACPB2,"Jul 25, 2017",520,515,520,515,1.11K,0.00%
Ayala Corp Pref B,ACPB2,"Jul 24, 2017",520,518,520,518,4.40K,0.97%
Ayala Corp Pref B,ACPB2,"Jul 20, 2017",515,520,520,515,4.50K,-0.19%
Ayala Corp Pref B,ACPB2,"Jul 18, 2017",516,515,516,515,0.29K,0.19%
Ayala Corp Pref B,ACPB2,"Jul 13, 2017",515,515,515,515,0.05K,0.00%
Ayala Corp Pref B,ACPB2,"Jul 12, 2017",515,515,515,515,1.00K,0.00%
Ayala Corp Pref B,ACPB2,"Jul 11, 2017",515,515,515,515,1.60K,0.59%
Ayala Corp Pref B,ACPB2,"Jul 07, 2017",512,523,523,512,2.09K,-2.10%
Ayala Corp Pref B,ACPB2,"Jul 06, 2017",523,523,523,523,0.01K,0.00%
Ayala Corp Pref B,ACPB2,"Jul 05, 2017",523,523,523,523,0.33K,1.55%
Ayala Corp Pref B,ACPB2,"Jul 04, 2017",515,523,523,515,2.02K,-1.53%
Ayala Corp Pref B,ACPB2,"Jun 29, 2017",523,523,523,523,0.54K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 28, 2017",523,523,523,523,0.04K,1.55%
Ayala Corp Pref B,ACPB2,"Jun 27, 2017",515,520,523,515,24.91K,0.59%
Ayala Corp Pref B,ACPB2,"Jun 23, 2017",512,515,515,512,0.30K,-1.54%
Ayala Corp Pref B,ACPB2,"Jun 22, 2017",520,520,520,520,0.01K,1.17%
Ayala Corp Pref B,ACPB2,"Jun 21, 2017",514,512,514,512,0.07K,0.39%
Ayala Corp Pref B,ACPB2,"Jun 19, 2017",512,512.5,512.5,512,0.45K,-0.87%
Ayala Corp Pref B,ACPB2,"Jun 16, 2017",516.5,516.5,516.5,516.5,1.40K,0.10%
Ayala Corp Pref B,ACPB2,"Jun 15, 2017",516,513,516,512,25.14K,0.19%
Ayala Corp Pref B,ACPB2,"Jun 13, 2017",515,515,515,515,3.74K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 09, 2017",515,515,515,515,30.18K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 08, 2017",515,515,515,512,4.50K,-0.58%
Ayala Corp Pref B,ACPB2,"Jun 07, 2017",518,520,520,518,0.04K,-0.38%
Ayala Corp Pref B,ACPB2,"Jun 02, 2017",520,520,520,520,0.10K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 01, 2017",520,520,520,520,1.01K,1.17%
Ayala Corp Pref B,ACPB2,"May 30, 2017",514,514,514,512,2.20K,-1.15%
Ayala Corp Pref B,ACPB2,"May 29, 2017",520,520,520,520,1.20K,0.00%
Ayala Corp Pref B,ACPB2,"May 26, 2017",520,519,520,519,7.50K,1.36%
Ayala Corp Pref B,ACPB2,"May 25, 2017",513,513,513,513,0.20K,0.00%
Ayala Corp Pref B,ACPB2,"May 24, 2017",513,520,520,512,9.73K,0.39%
Ayala Corp Pref B,ACPB2,"May 23, 2017",511,512,512,511,1.00K,0.20%
Ayala Corp Pref B,ACPB2,"May 18, 2017",510,525,525,510,12.20K,0.99%
Ayala Corp Pref B,ACPB2,"May 10, 2017",505,520,520,505,2.00K,-4.72%
Ayala Corp Pref B,ACPB2,"May 09, 2017",530,530,530,530,0.04K,6.00%
Ayala Corp Pref B,ACPB2,"May 08, 2017",500,530,530,500,10.08K,-5.66%
Ayala Corp Pref B,ACPB2,"May 05, 2017",530,530,530,530,0.22K,0.00%
Ayala Corp Pref B,ACPB2,"May 02, 2017",530,530,530,530,0.10K,0.95%
Ayala Corp Pref B,ACPB2,"Apr 27, 2017",525,526,526,525,25.88K,-0.94%
Ayala Corp Pref B,ACPB2,"Apr 26, 2017",530,530,530,530,0.07K,0.76%
Ayala Corp Pref B,ACPB2,"Apr 25, 2017",526,526,526,526,0.41K,0.10%
Ayala Corp Pref B,ACPB2,"Apr 19, 2017",525.5,526,526,525,21.69K,0.10%
Ayala Corp Pref B,ACPB2,"Apr 17, 2017",525,526.5,526.5,525,5.30K,-0.28%
Ayala Corp Pref B,ACPB2,"Apr 10, 2017",526.5,526.5,526.5,526.5,0.20K,0.29%
Ayala Corp Pref B,ACPB2,"Apr 07, 2017",525,527,527,525,1.00K,-0.38%
Ayala Corp Pref B,ACPB2,"Apr 04, 2017",527,527.5,527.5,527,1.00K,0.00%
Ayala Corp Pref B,ACPB2,"Apr 03, 2017",527,528,528,527,2.00K,-0.19%
Ayala Corp Pref B,ACPB2,"Mar 31, 2017",528,528,528,528,0.01K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 30, 2017",528,540,540,528,2.01K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 24, 2017",528,530,530,528,5.70K,-0.56%
Ayala Corp Pref B,ACPB2,"Mar 22, 2017",531,528,531,528,0.20K,-1.67%
Ayala Corp Pref B,ACPB2,"Mar 21, 2017",540,539,540,539,6.00K,0.19%
Ayala Corp Pref B,ACPB2,"Mar 16, 2017",539,539,539,539,0.01K,2.08%
Ayala Corp Pref B,ACPB2,"Mar 15, 2017",528,528,528,528,0.35K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 14, 2017",528,539,539,528,7.71K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 13, 2017",528,528,528,528,0.02K,-2.04%
Ayala Corp Pref B,ACPB2,"Mar 09, 2017",539,539,539,539,0.04K,1.89%
Ayala Corp Pref B,ACPB2,"Mar 03, 2017",529,529,529,529,0.20K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 02, 2017",529,529,529,529,0.26K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 01, 2017",529,529,529,529,0.33K,-2.04%
Ayala Corp Pref B,ACPB2,"Feb 23, 2017",540,535,540,535,0.03K,2.08%
Ayala Corp Pref B,ACPB2,"Feb 20, 2017",529,529,529,529,0.15K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 17, 2017",529,540,540,529,4.61K,0.19%
Ayala Corp Pref B,ACPB2,"Feb 16, 2017",528,528,528,528,2.80K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 15, 2017",528,528,528,528,1.00K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 13, 2017",528,528,528,528,0.04K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 09, 2017",528,528,528,528,6.00K,0.19%
Ayala Corp Pref B,ACPB2,"Feb 08, 2017",527,527,527,527,0.10K,-2.41%
Ayala Corp Pref B,ACPB2,"Feb 03, 2017",540,535,540,535,0.17K,0.93%
Ayala Corp Pref B,ACPB2,"Jan 31, 2017",535,527,535,527,2.01K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 27, 2017",535,535,535,535,0.04K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 20, 2017",535,526,535,526,0.60K,-0.93%
Ayala Corp Pref B,ACPB2,"Jan 13, 2017",540,530,542,530,35.09K,-0.37%
Ayala Corp Pref B,ACPB2,"Jan 12, 2017",542,540,542,540,0.16K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 11, 2017",542,542,542,542,0.01K,-1.09%
Ayala Corp Pref B,ACPB2,"Jan 04, 2017",548,526,548,526,0.41K,0.92%
Ayala Corp Pref B,ACPB2,"Dec 29, 2016",543,526,543,526,0.04K,0.56%
Ayala Corp Pref B,ACPB2,"Dec 28, 2016",540,540,540,540,0.75K,-0.74%
Ayala Corp Pref B,ACPB2,"Dec 20, 2016",544,544,544,544,0.01K,0.00%
Ayala Corp Pref B,ACPB2,"Dec 19, 2016",544,544,544,544,0.04K,-0.18%
Ayala Corp Pref B,ACPB2,"Dec 12, 2016",545,545,545,545,0.02K,3.81%
Ayala Corp Pref B,ACPB2,"Dec 09, 2016",525,532,532,525,24.86K,-3.67%
Ayala Corp Pref B,ACPB2,"Dec 07, 2016",545,545,545,545,1.27K,0.93%
Ayala Corp Pref B,ACPB2,"Dec 06, 2016",540,550,550,540,1.98K,2.66%
Ayala Corp Pref B,ACPB2,"Dec 05, 2016",526,526,526,526,1.00K,-1.31%
Ayala Corp Pref B,ACPB2,"Nov 29, 2016",533,533,533,533,1.20K,0.28%
Ayala Corp Pref B,ACPB2,"Nov 28, 2016",531.5,531.5,531.5,531.5,0.92K,0.09%
Ayala Corp Pref B,ACPB2,"Nov 23, 2016",531,531,531,531,0.02K,-0.75%
Ayala Corp Pref B,ACPB2,"Nov 18, 2016",535,534.5,535,531,3.98K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 17, 2016",535,535,535,535,5.49K,-0.93%
Ayala Corp Pref B,ACPB2,"Nov 15, 2016",540,540,540,540,0.01K,-0.92%
Ayala Corp Pref B,ACPB2,"Nov 11, 2016",545,545,545,545,7.33K,0.55%
Ayala Corp Pref B,ACPB2,"Nov 10, 2016",542,540,542,540,3.70K,0.37%
Ayala Corp Pref B,ACPB2,"Nov 09, 2016",540,535,540,535,3.70K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 08, 2016",540,540,540,540,3.70K,1.89%
Ayala Corp Pref B,ACPB2,"Nov 07, 2016",530,532,532,530,5.10K,-0.93%
Ayala Corp Pref B,ACPB2,"Oct 28, 2016",535,535,535,535,1.50K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 24, 2016",535,535,535,535,1.98K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 21, 2016",535,535,535,525,7.52K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 18, 2016",535,535,535,535,1.00K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 17, 2016",535,535,535,535,2.00K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 12, 2016",535,535,535,535,0.31K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 10, 2016",535,535,535,535,1.50K,-1.83%
Ayala Corp Pref B,ACPB2,"Oct 07, 2016",545,536,545,535,7.66K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 04, 2016",545,545,545,545,4.50K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 03, 2016",545,545,545,545,2.00K,0.93%
Ayala Corp Pref B,ACPB2,"Sep 29, 2016",540,540,540,540,2.00K,0.93%
Ayala Corp Pref B,ACPB2,"Sep 27, 2016",535,535,535,535,17.30K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 23, 2016",535,535,535,535,0.09K,0.66%
Ayala Corp Pref B,ACPB2,"Sep 21, 2016",531.5,535.5,535.5,531.5,2.00K,-1.57%
Ayala Corp Pref B,ACPB2,"Sep 19, 2016",540,540,540,540,0.36K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 16, 2016",540,540,540,540,0.03K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 15, 2016",540,540,540,540,2.00K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 14, 2016",540,544,544,540,1.01K,-0.92%
Ayala Corp Pref B,ACPB2,"Sep 13, 2016",545,545,545,545,0.01K,0.74%
Ayala Corp Pref B,ACPB2,"Sep 09, 2016",541,540,541,540,0.21K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 06, 2016",541,541,541,541,0.11K,1.12%
Ayala Corp Pref B,ACPB2,"Sep 02, 2016",535,541,541,531.5,16.24K,-1.11%
Ayala Corp Pref B,ACPB2,"Sep 01, 2016",541,542,542,541,0.10K,1.79%
Ayala Corp Pref B,ACPB2,"Aug 30, 2016",531.5,531.5,531.5,531.5,0.17K,-0.65%
Ayala Corp Pref B,ACPB2,"Aug 23, 2016",535,535,535,535,13.00K,0.66%
Ayala Corp Pref B,ACPB2,"Aug 22, 2016",531.5,533.5,533.5,531.5,3.70K,-1.48%
Ayala Corp Pref B,ACPB2,"Aug 18, 2016",539.5,539.5,539.5,539.5,9.16K,0.00%
Ayala Corp Pref B,ACPB2,"Aug 16, 2016",539.5,545,545,539.5,0.66K,-1.01%
Ayala Corp Pref B,ACPB2,"Aug 12, 2016",545,545,545,545,0.16K,-0.91%
Ayala Corp Pref B,ACPB2,"Aug 10, 2016",550,550,550,550,0.03K,3.09%
Ayala Corp Pref B,ACPB2,"Aug 09, 2016",533.5,532.5,533.5,532.5,2.05K,0.19%
Ayala Corp Pref B,ACPB2,"Aug 08, 2016",532.5,545,545,530,9.88K,-3.09%
Ayala Corp Pref B,ACPB2,"Aug 03, 2016",549.5,549.5,549.5,549.5,0.01K,0.83%
Ayala Corp Pref B,ACPB2,"Aug 02, 2016",545,545,545,545,4.04K,-0.09%
Ayala Corp Pref B,ACPB2,"Jul 29, 2016",545.5,545.5,545.5,545.5,8.75K,0.09%
Ayala Corp Pref B,ACPB2,"Jul 28, 2016",545,545.5,545.5,545,4.30K,-0.09%
Ayala Corp Pref B,ACPB2,"Jul 27, 2016",545.5,545.5,545.5,545.5,0.05K,0.00%
Ayala Corp Pref B,ACPB2,"Jul 25, 2016",545.5,545.5,545.5,545.5,0.65K,0.09%
Ayala Corp Pref B,ACPB2,"Jul 22, 2016",545,545,545,545,0.10K,0.00%
Ayala Corp Pref B,ACPB2,"Jul 20, 2016",545,545,545,545,2.36K,-0.18%
Ayala Corp Pref B,ACPB2,"Jul 19, 2016",546,546,546,546,0.02K,0.09%
Ayala Corp Pref B,ACPB2,"Jul 18, 2016",545.5,546,546,545,1.35K,-0.09%
Ayala Corp Pref B,ACPB2,"Jul 15, 2016",546,546,546,546,0.10K,0.18%
Ayala Corp Pref B,ACPB2,"Jul 14, 2016",545,545,545,545,2.08K,0.00%
Ayala Corp Pref B,ACPB2,"Jul 13, 2016",545,545,545,545,0.50K,0.00%
Ayala Corp Pref B,ACPB2,"Jul 12, 2016",545,545,545,545,0.50K,0.65%
Ayala Corp Pref B,ACPB2,"Jul 08, 2016",541.5,541.5,541.5,541.5,0.76K,0.09%
Ayala Corp Pref B,ACPB2,"Jul 07, 2016",541,548,548,541,7.70K,-1.55%
