Stock Name,Code,Date,Price,Open,High,Low,Volume,Change%
Ayala Corp Pref B,ACPB2,"Jul 05, 2016",549.5,542.5,549.5,542.5,1.11K,0.09%
Ayala Corp Pref B,ACPB2,"Jul 04, 2016",549,545,549,545,0.20K,-0.09%
Ayala Corp Pref B,ACPB2,"Jul 01, 2016",549.5,545,549.5,545,0.07K,1.38%
Ayala Corp Pref B,ACPB2,"Jun 30, 2016",542,542,542,542,0.05K,0.09%
Ayala Corp Pref B,ACPB2,"Jun 29, 2016",541.5,541.5,541.5,541.5,0.02K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 28, 2016",541.5,541.5,541.5,541,3.85K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 27, 2016",541.5,541.5,541.5,541.5,0.05K,-1.46%
Ayala Corp Pref B,ACPB2,"Jun 23, 2016",549.5,541,549.5,541,6.00K,1.57%
Ayala Corp Pref B,ACPB2,"Jun 22, 2016",541,541,541,541,8.00K,0.19%
Ayala Corp Pref B,ACPB2,"Jun 20, 2016",540,540,540,540,0.10K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 17, 2016",540,540,540,540,8.60K,0.75%
Ayala Corp Pref B,ACPB2,"Jun 15, 2016",536,536,536,536,2.00K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 10, 2016",536,536,536,536,0.30K,0.19%
Ayala Corp Pref B,ACPB2,"Jun 09, 2016",535,535,535,535,0.97K,0.94%
Ayala Corp Pref B,ACPB2,"Jun 07, 2016",530,530,530,530,14.87K,-0.93%
Ayala Corp Pref B,ACPB2,"Jun 06, 2016",535,535,535,527,50.43K,0.00%
Ayala Corp Pref B,ACPB2,"May 31, 2016",535,535,535,535,2.00K,0.00%
Ayala Corp Pref B,ACPB2,"May 30, 2016",535,535,535,535,1.25K,0.00%
Ayala Corp Pref B,ACPB2,"May 26, 2016",535,545,545,535,2.98K,0.00%
Ayala Corp Pref B,ACPB2,"May 24, 2016",535,535,535,535,0.12K,0.00%
Ayala Corp Pref B,ACPB2,"May 20, 2016",535,535,535,535,0.01K,0.00%
Ayala Corp Pref B,ACPB2,"May 19, 2016",535,535,535,535,11.95K,0.00%
Ayala Corp Pref B,ACPB2,"May 17, 2016",535,535,535,535,50.80K,0.00%
Ayala Corp Pref B,ACPB2,"May 16, 2016",535,535,535,535,0.40K,0.00%
Ayala Corp Pref B,ACPB2,"May 13, 2016",535,535,535,535,0.01K,0.94%
Ayala Corp Pref B,ACPB2,"May 12, 2016",530,530,530,530,34.00K,-0.56%
Ayala Corp Pref B,ACPB2,"May 11, 2016",533,530,533,530,4.45K,-0.37%
Ayala Corp Pref B,ACPB2,"May 10, 2016",535,535,535,535,9.50K,0.94%
Ayala Corp Pref B,ACPB2,"May 06, 2016",530,530,530,530,1.33K,0.00%
Ayala Corp Pref B,ACPB2,"May 05, 2016",530,530,530,530,16.10K,0.00%
Ayala Corp Pref B,ACPB2,"May 03, 2016",530,530,530,530,7.60K,0.00%
Ayala Corp Pref B,ACPB2,"May 02, 2016",530,530,530,530,8.90K,0.00%
Ayala Corp Pref B,ACPB2,"Apr 29, 2016",530,530,530,530,4.80K,0.00%
Ayala Corp Pref B,ACPB2,"Apr 27, 2016",530,530,530,530,4.00K,0.57%
Ayala Corp Pref B,ACPB2,"Apr 26, 2016",527,527,527,527,0.01K,0.38%
Ayala Corp Pref B,ACPB2,"Apr 25, 2016",525,525,525,525,8.30K,0.00%
Ayala Corp Pref B,ACPB2,"Apr 22, 2016",525,525,525,525,3.43K,0.00%
Ayala Corp Pref B,ACPB2,"Apr 20, 2016",525,525,525,525,0.40K,-0.19%
Ayala Corp Pref B,ACPB2,"Apr 19, 2016",526,526,526,526,9.50K,0.00%
Ayala Corp Pref B,ACPB2,"Apr 14, 2016",526,522,526,521,8.01K,0.96%
Ayala Corp Pref B,ACPB2,"Apr 12, 2016",521,521,521,521,0.32K,0.19%
Ayala Corp Pref B,ACPB2,"Apr 06, 2016",520,528,528,520,2.97K,-1.52%
Ayala Corp Pref B,ACPB2,"Apr 05, 2016",528,528,528,528,1.80K,-0.94%
Ayala Corp Pref B,ACPB2,"Apr 04, 2016",533,533,533,533,0.01K,0.95%
Ayala Corp Pref B,ACPB2,"Apr 01, 2016",528,535,535,528,2.01K,-0.56%
Ayala Corp Pref B,ACPB2,"Mar 30, 2016",531,531,531,531,0.01K,0.19%
Ayala Corp Pref B,ACPB2,"Mar 22, 2016",530,530,530,530,0.01K,-0.93%
Ayala Corp Pref B,ACPB2,"Mar 18, 2016",535,535,535,535,0.35K,0.94%
Ayala Corp Pref B,ACPB2,"Mar 17, 2016",530,530,530,530,2.00K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 15, 2016",530,530,530,530,0.01K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 14, 2016",530,530,530,530,0.41K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 10, 2016",530,530,530,530,3.29K,0.19%
Ayala Corp Pref B,ACPB2,"Mar 09, 2016",529,529,529,529,6.00K,-0.19%
Ayala Corp Pref B,ACPB2,"Mar 08, 2016",530,530,530,530,1.05K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 07, 2016",530,531,531,530,3.00K,-0.38%
Ayala Corp Pref B,ACPB2,"Mar 01, 2016",532,532,532,532,3.01K,-1.48%
Ayala Corp Pref B,ACPB2,"Feb 26, 2016",540,539,540,539,15.75K,0.93%
Ayala Corp Pref B,ACPB2,"Feb 24, 2016",535,531,539,531,13.03K,0.75%
Ayala Corp Pref B,ACPB2,"Feb 23, 2016",531,531,531,531,2.00K,0.19%
Ayala Corp Pref B,ACPB2,"Feb 22, 2016",530,530,530,530,20.10K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 17, 2016",530,529,531,529,9.71K,-0.19%
Ayala Corp Pref B,ACPB2,"Feb 16, 2016",531,531,531,531,0.25K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 12, 2016",531,531,532,531,14.09K,-1.67%
Ayala Corp Pref B,ACPB2,"Feb 11, 2016",540,539,540,539,3.69K,1.69%
Ayala Corp Pref B,ACPB2,"Feb 10, 2016",531,531,531,531,4.00K,0.09%
Ayala Corp Pref B,ACPB2,"Jan 29, 2016",530.5,539,540,530.5,38.20K,-1.76%
Ayala Corp Pref B,ACPB2,"Jan 25, 2016",540,540,540,540,0.01K,1.79%
Ayala Corp Pref B,ACPB2,"Jan 22, 2016",530.5,530.5,530.5,530.5,0.31K,0.09%
Ayala Corp Pref B,ACPB2,"Jan 21, 2016",530,530,530,530,2.10K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 20, 2016",530,530,530,530,4.47K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 19, 2016",530,530,530,530,0.05K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 18, 2016",530,520,530,520,3.85K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 15, 2016",530,530,530,530,15.00K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 12, 2016",530,530,530,530,0.20K,2.91%
Ayala Corp Pref B,ACPB2,"Jan 11, 2016",515,507,515,507,5.04K,-2.83%
Ayala Corp Pref B,ACPB2,"Jan 08, 2016",530,505.5,530,505.5,6.04K,-3.46%
Ayala Corp Pref B,ACPB2,"Dec 28, 2015",549,549,549,549,0.06K,7.44%
Ayala Corp Pref B,ACPB2,"Dec 18, 2015",511,511.5,511.5,511,0.40K,0.10%
Ayala Corp Pref B,ACPB2,"Dec 14, 2015",510.5,510.5,510.5,510.5,0.20K,0.10%
Ayala Corp Pref B,ACPB2,"Dec 11, 2015",510,510,510,510,0.01K,0.39%
Ayala Corp Pref B,ACPB2,"Dec 09, 2015",508,510,510,508,1.01K,1.60%
Ayala Corp Pref B,ACPB2,"Dec 04, 2015",500,523,523,500,23.52K,-4.40%
Ayala Corp Pref B,ACPB2,"Dec 03, 2015",523,523,523,523,3.76K,0.00%
Ayala Corp Pref B,ACPB2,"Dec 02, 2015",523,523,523,523,0.29K,0.00%
Ayala Corp Pref B,ACPB2,"Dec 01, 2015",523,524,524,523,21.93K,-0.19%
Ayala Corp Pref B,ACPB2,"Nov 27, 2015",524,525,525,524,57.87K,-0.19%
Ayala Corp Pref B,ACPB2,"Nov 26, 2015",525,525,525,525,4.50K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 25, 2015",525,525,525,525,6.00K,-2.78%
Ayala Corp Pref B,ACPB2,"Nov 24, 2015",540,540,540,540,0.01K,2.86%
Ayala Corp Pref B,ACPB2,"Nov 17, 2015",525,530,530,525,3.00K,-0.94%
Ayala Corp Pref B,ACPB2,"Nov 16, 2015",530,530,530,530,1.68K,0.95%
Ayala Corp Pref B,ACPB2,"Nov 11, 2015",525,525,525,525,50.00K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 06, 2015",525,525,525,525,0.70K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 05, 2015",525,530,530,525,2.00K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 03, 2015",525,526,526,525,1.60K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 30, 2015",525,525,525,525,0.32K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 23, 2015",525,525,525,525,0.97K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 22, 2015",525,525,525,525,4.31K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 21, 2015",525,525,525,525,2.72K,-0.19%
Ayala Corp Pref B,ACPB2,"Oct 16, 2015",526,526,526,526,0.10K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 15, 2015",526,526,526,526,0.10K,0.19%
Ayala Corp Pref B,ACPB2,"Oct 13, 2015",525,545,545,525,0.12K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 09, 2015",525,525,525,525,0.13K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 08, 2015",525,525,525,525,0.50K,0.00%
Ayala Corp Pref B,ACPB2,"Oct 07, 2015",525,529,529,525,5.65K,-0.76%
Ayala Corp Pref B,ACPB2,"Oct 05, 2015",529,535,535,529,2.00K,-2.04%
Ayala Corp Pref B,ACPB2,"Oct 01, 2015",540,540,540,540,0.16K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 30, 2015",540,537,540,537,6.88K,0.56%
Ayala Corp Pref B,ACPB2,"Sep 29, 2015",537,537,537,537,0.20K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 28, 2015",537,526.5,537,525,17.04K,1.32%
Ayala Corp Pref B,ACPB2,"Sep 24, 2015",530,530,530,530,0.01K,0.76%
Ayala Corp Pref B,ACPB2,"Sep 23, 2015",526,526.5,526.5,526,0.40K,-2.05%
Ayala Corp Pref B,ACPB2,"Sep 21, 2015",537,537,537,537,1.00K,-0.19%
Ayala Corp Pref B,ACPB2,"Sep 18, 2015",538,538,538,538,10.00K,2.18%
Ayala Corp Pref B,ACPB2,"Sep 17, 2015",526.5,526.5,526.5,526.5,1.90K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 15, 2015",526.5,526.5,526.5,526.5,0.08K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 14, 2015",526.5,526.5,526.5,526.5,0.05K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 10, 2015",526.5,527,527,526.5,0.30K,0.10%
Ayala Corp Pref B,ACPB2,"Sep 09, 2015",526,527,527,526,10.00K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 07, 2015",526,526,526,526,0.10K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 04, 2015",526,526,526,526,2.00K,0.00%
Ayala Corp Pref B,ACPB2,"Sep 03, 2015",526,526.5,527,526,34.00K,-2.59%
Ayala Corp Pref B,ACPB2,"Sep 01, 2015",540,527,540,526.5,1.51K,2.47%
Ayala Corp Pref B,ACPB2,"Aug 28, 2015",527,535,535,527,1.22K,0.09%
Ayala Corp Pref B,ACPB2,"Aug 27, 2015",526.5,526.5,526.5,526.5,1.20K,0.00%
Ayala Corp Pref B,ACPB2,"Aug 26, 2015",526.5,526.5,530,526.5,2.45K,0.10%
Ayala Corp Pref B,ACPB2,"Aug 25, 2015",526,527,527,526,4.18K,-0.19%
Ayala Corp Pref B,ACPB2,"Aug 24, 2015",527,528,528,527,1.50K,-0.57%
Ayala Corp Pref B,ACPB2,"Aug 20, 2015",530,529,530,529,18.03K,0.00%
Ayala Corp Pref B,ACPB2,"Aug 17, 2015",530,531,531,530,2.68K,0.00%
Ayala Corp Pref B,ACPB2,"Aug 13, 2015",530,531,531,530,1.26K,-0.75%
Ayala Corp Pref B,ACPB2,"Aug 12, 2015",534,535,535,534,1.05K,-0.19%
Ayala Corp Pref B,ACPB2,"Aug 11, 2015",535,535,535,535,1.03K,0.00%
Ayala Corp Pref B,ACPB2,"Aug 10, 2015",535,535,535,535,1.01K,0.00%
Ayala Corp Pref B,ACPB2,"Aug 07, 2015",535,535,535,535,0.50K,0.00%
Ayala Corp Pref B,ACPB2,"Aug 06, 2015",535,535,535,535,0.21K,0.00%
Ayala Corp Pref B,ACPB2,"Aug 05, 2015",535,536,536,535,1.70K,-0.37%
Ayala Corp Pref B,ACPB2,"Aug 03, 2015",537,537,537,537,0.50K,-1.92%
Ayala Corp Pref B,ACPB2,"Jul 23, 2015",547.5,547.5,547.5,547.5,0.01K,-0.09%
Ayala Corp Pref B,ACPB2,"Jul 22, 2015",548,548,548,548,1.81K,0.00%
Ayala Corp Pref B,ACPB2,"Jul 21, 2015",548,548,548,548,0.01K,0.00%
Ayala Corp Pref B,ACPB2,"Jul 20, 2015",548,547.5,548,547.5,16.85K,0.09%
Ayala Corp Pref B,ACPB2,"Jul 14, 2015",547.5,531,548.5,531,5.48K,1.39%
Ayala Corp Pref B,ACPB2,"Jul 08, 2015",540,540,540,540,0.02K,1.69%
Ayala Corp Pref B,ACPB2,"Jul 02, 2015",531,531,531,531,2.00K,0.00%
Ayala Corp Pref B,ACPB2,"Jul 01, 2015",531,531,531,531,0.50K,-3.10%
Ayala Corp Pref B,ACPB2,"Jun 30, 2015",548,548.5,548.5,548,0.05K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 29, 2015",548,548,548,548,0.02K,3.01%
Ayala Corp Pref B,ACPB2,"Jun 26, 2015",532,531,532,531,10.50K,0.38%
Ayala Corp Pref B,ACPB2,"Jun 25, 2015",530,529,530,529,53.10K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 24, 2015",530,530,530,530,2.31K,0.19%
Ayala Corp Pref B,ACPB2,"Jun 23, 2015",529,529,529,529,6.00K,0.19%
Ayala Corp Pref B,ACPB2,"Jun 22, 2015",528,529,529,528,0.54K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 19, 2015",528,528,529,528,2.76K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 18, 2015",528,528,528,528,0.10K,0.19%
Ayala Corp Pref B,ACPB2,"Jun 17, 2015",527,527,527,527,0.12K,-0.19%
Ayala Corp Pref B,ACPB2,"Jun 16, 2015",528,528,528,528,0.58K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 15, 2015",528,528,528,528,3.40K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 10, 2015",528,527,528,527,0.40K,0.19%
Ayala Corp Pref B,ACPB2,"Jun 09, 2015",527,527,527,527,9.00K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 05, 2015",527,527,527,527,0.90K,0.19%
Ayala Corp Pref B,ACPB2,"Jun 04, 2015",526,526,526,526,19.88K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 03, 2015",526,527,527,526,1.64K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 02, 2015",526,526,526,526,0.10K,0.00%
Ayala Corp Pref B,ACPB2,"Jun 01, 2015",526,526,526,526,8.42K,0.19%
Ayala Corp Pref B,ACPB2,"May 29, 2015",525,525,525,525,20.00K,0.00%
Ayala Corp Pref B,ACPB2,"May 28, 2015",525,525,526,525,67.42K,-0.19%
Ayala Corp Pref B,ACPB2,"May 26, 2015",526,526,526,525,1.09K,0.00%
Ayala Corp Pref B,ACPB2,"May 25, 2015",526,526,526,526,4.73K,0.00%
Ayala Corp Pref B,ACPB2,"May 22, 2015",526,526,526,526,2.00K,0.19%
Ayala Corp Pref B,ACPB2,"May 21, 2015",525,525,526,525,5.77K,0.00%
Ayala Corp Pref B,ACPB2,"May 20, 2015",525,525,525,525,2.09K,0.00%
Ayala Corp Pref B,ACPB2,"May 19, 2015",525,525,525,525,12.00K,0.00%
Ayala Corp Pref B,ACPB2,"May 12, 2015",525,525,525,525,0.01K,0.00%
Ayala Corp Pref B,ACPB2,"May 11, 2015",525,524.5,525,524.5,9.40K,0.00%
Ayala Corp Pref B,ACPB2,"May 06, 2015",525,525,525,525,4.74K,0.00%
Ayala Corp Pref B,ACPB2,"May 05, 2015",525,525,525,525,7.60K,0.57%
Ayala Corp Pref B,ACPB2,"Apr 30, 2015",522,522,522,522,9.90K,0.00%
Ayala Corp Pref B,ACPB2,"Apr 29, 2015",522,521,522,521,2.07K,0.38%
Ayala Corp Pref B,ACPB2,"Apr 28, 2015",520,520,522,520,4.04K,-0.38%
Ayala Corp Pref B,ACPB2,"Apr 24, 2015",522,522,522,522,0.50K,0.38%
Ayala Corp Pref B,ACPB2,"Apr 23, 2015",520,522,522,520,14.50K,-0.38%
Ayala Corp Pref B,ACPB2,"Apr 22, 2015",522,522,522,522,1.63K,-0.57%
Ayala Corp Pref B,ACPB2,"Apr 21, 2015",525,525,525,525,0.01K,0.57%
Ayala Corp Pref B,ACPB2,"Apr 15, 2015",522,523,523,522,6.10K,-0.38%
Ayala Corp Pref B,ACPB2,"Apr 14, 2015",524,524,524,524,3.00K,0.19%
Ayala Corp Pref B,ACPB2,"Apr 13, 2015",523,522,523,522,0.34K,0.00%
Ayala Corp Pref B,ACPB2,"Apr 07, 2015",523,523,523,523,8.00K,0.00%
Ayala Corp Pref B,ACPB2,"Apr 01, 2015",523,523,523,523,19.00K,-0.19%
Ayala Corp Pref B,ACPB2,"Mar 31, 2015",524,523.5,524,523.5,10.85K,-0.19%
Ayala Corp Pref B,ACPB2,"Mar 30, 2015",525,523.5,525,523.5,5.00K,0.57%
Ayala Corp Pref B,ACPB2,"Mar 27, 2015",522,522,522,522,0.10K,-0.19%
Ayala Corp Pref B,ACPB2,"Mar 26, 2015",523,522,523,522,10.70K,0.77%
Ayala Corp Pref B,ACPB2,"Mar 24, 2015",519,519.5,519.5,519,40.00K,-0.19%
Ayala Corp Pref B,ACPB2,"Mar 20, 2015",520,523,523,520,8.75K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 19, 2015",520,522,523,520,4.77K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 18, 2015",520,523,523,520,2.42K,-0.38%
Ayala Corp Pref B,ACPB2,"Mar 17, 2015",522,519.5,522,519.5,20.00K,0.19%
Ayala Corp Pref B,ACPB2,"Mar 16, 2015",521,520,521,520,10.22K,0.19%
Ayala Corp Pref B,ACPB2,"Mar 13, 2015",520,521,521,520,5.38K,0.10%
Ayala Corp Pref B,ACPB2,"Mar 12, 2015",519.5,519.5,519.5,519.5,0.06K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 11, 2015",519.5,520,522,519.5,8.71K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 10, 2015",519.5,520,520,519.5,0.02K,-0.10%
Ayala Corp Pref B,ACPB2,"Mar 09, 2015",520,517,520,517,2.02K,0.58%
Ayala Corp Pref B,ACPB2,"Mar 06, 2015",517,514,517,514,25.00K,0.98%
Ayala Corp Pref B,ACPB2,"Mar 05, 2015",512,512,512,512,3.10K,0.00%
Ayala Corp Pref B,ACPB2,"Mar 04, 2015",512,512,512,510,31.20K,0.39%
Ayala Corp Pref B,ACPB2,"Mar 03, 2015",510,509,510,509,20.23K,0.20%
Ayala Corp Pref B,ACPB2,"Mar 02, 2015",509,509,509,509,0.01K,0.39%
Ayala Corp Pref B,ACPB2,"Feb 27, 2015",507,507,507,507,0.15K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 24, 2015",507,507,507,507,15.84K,0.20%
Ayala Corp Pref B,ACPB2,"Feb 23, 2015",506,507,507,505.5,39.57K,-0.20%
Ayala Corp Pref B,ACPB2,"Feb 20, 2015",507,506,507,506,16.00K,0.10%
Ayala Corp Pref B,ACPB2,"Feb 18, 2015",506.5,507,507,506.5,23.60K,0.30%
Ayala Corp Pref B,ACPB2,"Feb 17, 2015",505,505,505,505,5.00K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 16, 2015",505,504,505,504,36.12K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 13, 2015",505,504,505,504,18.74K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 12, 2015",505,505,505,505,10.01K,0.30%
Ayala Corp Pref B,ACPB2,"Feb 11, 2015",503.5,503.5,504,503.5,40.80K,-0.10%
Ayala Corp Pref B,ACPB2,"Feb 10, 2015",504,505,505,503,21.77K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 09, 2015",504,505,505,504,40.58K,-0.20%
Ayala Corp Pref B,ACPB2,"Feb 06, 2015",505,505,505,505,12.30K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 05, 2015",505,504,507,504,3.31K,-0.39%
Ayala Corp Pref B,ACPB2,"Feb 04, 2015",507,507,507,507,3.94K,0.00%
Ayala Corp Pref B,ACPB2,"Feb 02, 2015",507,507,507,507,3.54K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 30, 2015",507,507,508,507,44.50K,-0.39%
Ayala Corp Pref B,ACPB2,"Jan 28, 2015",509,509,509,509,5.39K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 27, 2015",509,507,509,507,2.38K,0.39%
Ayala Corp Pref B,ACPB2,"Jan 22, 2015",507,508,508,507,0.10K,0.20%
Ayala Corp Pref B,ACPB2,"Jan 20, 2015",506,506,506,506,2.00K,0.80%
Ayala Corp Pref B,ACPB2,"Jan 14, 2015",502,503,505,502,12.00K,-0.20%
Ayala Corp Pref B,ACPB2,"Jan 13, 2015",503,510,510,503,3.03K,0.40%
Ayala Corp Pref B,ACPB2,"Jan 09, 2015",501,501,501,501,0.20K,0.00%
Ayala Corp Pref B,ACPB2,"Jan 06, 2015",501,510,510,501,10.60K,-0.69%
Ayala Corp Pref B,ACPB2,"Jan 05, 2015",504.5,504.5,504.5,504.5,0.17K,0.10%
Ayala Corp Pref B,ACPB2,"Dec 29, 2014",504,504,504,504,14.76K,0.40%
Ayala Corp Pref B,ACPB2,"Dec 23, 2014",502,502,502,502,1.47K,0.00%
Ayala Corp Pref B,ACPB2,"Dec 22, 2014",502,512,512,502,0.62K,0.00%
Ayala Corp Pref B,ACPB2,"Dec 19, 2014",502,502.5,502.5,502,5.10K,0.00%
Ayala Corp Pref B,ACPB2,"Dec 18, 2014",502,502,502,502,12.00K,-0.50%
Ayala Corp Pref B,ACPB2,"Dec 17, 2014",504.5,504.5,504.5,503,41.04K,0.00%
Ayala Corp Pref B,ACPB2,"Dec 16, 2014",504.5,504.5,504.5,504.5,35.50K,0.70%
Ayala Corp Pref B,ACPB2,"Dec 15, 2014",501,502,502,501,3.93K,0.00%
Ayala Corp Pref B,ACPB2,"Dec 12, 2014",501,501,501,501,0.20K,-0.79%
Ayala Corp Pref B,ACPB2,"Dec 11, 2014",505,506,506,505,41.74K,0.00%
Ayala Corp Pref B,ACPB2,"Dec 10, 2014",505,505,505,503.5,35.74K,0.00%
Ayala Corp Pref B,ACPB2,"Dec 09, 2014",505,505,505,505,2.70K,0.00%
Ayala Corp Pref B,ACPB2,"Dec 05, 2014",505,506,506,505,27.70K,-0.98%
Ayala Corp Pref B,ACPB2,"Dec 03, 2014",510,508,510,508,0.20K,0.00%
Ayala Corp Pref B,ACPB2,"Dec 02, 2014",510,510,510,510,16.61K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 27, 2014",510,514,514,510,2.12K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 26, 2014",510,510,510,510,2.20K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 25, 2014",510,510,510,510,0.22K,0.99%
Ayala Corp Pref B,ACPB2,"Nov 24, 2014",505,504,505,504,1.02K,0.20%
Ayala Corp Pref B,ACPB2,"Nov 21, 2014",504,505,505,504,0.04K,0.20%
Ayala Corp Pref B,ACPB2,"Nov 20, 2014",503,502,503,502,11.23K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 19, 2014",503,503,503,503,0.08K,0.00%
Ayala Corp Pref B,ACPB2,"Nov 18, 2014",503,501,503,500,2.50K,0.20%
Ayala Corp Pref B,ACPB2,"Nov 17, 2014",502,502.5,502.5,502,1.82K,-0.20%
Ayala Corp Pref B,ACPB2,"Nov 14, 2014",503,503.5,503.5,503,0.57K,-0.98%
Ayala Corp Pref B,ACPB2,"Nov 12, 2014",508,508,508,508,0.10K,-1.17%
Ayala Corp Pref B,ACPB2,"Nov 11, 2014",514,509,515,507,5.50K,0.98%
Ayala Corp Pref B,ACPB2,"Nov 10, 2014",509,509,509,509,0.01K,-0.39%
Ayala Corp Pref B,ACPB2,"Nov 07, 2014",511,512,512,511,0.06K,2.20%
